CustomerID,I,Iu,Imax,E,Savg,R,F,M
12621.0,6793,251,987,4.64441526026241,616.9983333333333,5,18,11105.97
12622.0,68,10,68,2.6464393446710153,162.1,233,1,162.1
12623.0,189,17,189,3.1018812234760182,269.1,129,1,269.1
12624.0,351,35,206,3.5521796970665496,284.565,107,2,569.13
12625.0,1565,71,870,3.9404747422900646,1183.71,5,2,2367.42
12626.0,3328,227,849,4.451164665420307,640.8499999999999,24,9,5767.65
12627.0,2730,161,862,3.971130547036482,680.4216666666666,11,6,4082.53
12628.0,442,33,194,3.632557040147424,238.53666666666666,182,3,715.61
12630.0,542,59,281,3.225710090451679,515.4399999999999,10,2,1030.8799999999999
12631.0,232,30,232,2.7240924804297175,480.5,58,1,480.5
12633.0,1136,72,583,3.6124929209896592,476.65749999999997,0,4,1906.63
12635.0,1162,95,766,3.4987523813475576,754.5899999999999,31,2,1509.18
12637.0,2974,204,719,4.448788308450468,723.78125,92,8,5790.25
12638.0,573,38,573,3.5036992256147985,511.69,182,1,511.69
12639.0,198,21,198,2.753918758180346,366.1,239,1,366.1
12640.0,301,46,241,3.297014811252441,331.5266666666667,24,3,994.58
12641.0,71,9,71,2.419381945646372,145.9,116,1,145.9
12642.0,546,38,275,3.8510020747016847,301.75333333333333,26,3,905.26
12643.0,1788,10,690,3.3082708345352603,506.94000000000005,39,6,3041.64
12644.0,325,31,325,3.099042277989232,477.90999999999997,305,1,477.90999999999997
12645.0,1076,57,348,3.95462052395018,407.795,110,4,1631.18
12646.0,897,43,489,3.768544762515571,673.485,50,2,1346.97
12647.0,1082,52,222,4.061661020778708,268.90250000000003,23,8,2151.22
12648.0,159,20,159,3.041446071165522,300.05,125,1,300.05
12649.0,583,27,375,3.9093680639438846,189.83666666666667,35,3,569.51
12650.0,250,19,250,1.7732143550933819,242.44,181,1,242.44
12651.0,78,9,78,2.2810361125534238,114.0,100,1,114.0
12652.0,498,47,498,3.142586781421987,793.98,9,1,793.98
12653.0,919,37,633,4.11448866268892,1104.925,149,2,2209.85
12654.0,260,30,76,2.804654272422071,105.99600000000001,11,5,529.98
12656.0,1686,88,600,4.237740223142641,712.164,18,5,3560.82
12657.0,646,34,386,4.006749918638779,336.02,12,3,1008.06
12658.0,317,35,317,3.427886587755404,632.05,19,1,632.05
12659.0,104,4,104,1.5,73.67999999999999,60,1,73.67999999999999
12660.0,126,12,126,2.054585169337799,227.1,12,1,227.1
12662.0,1867,118,295,3.956147387859469,326.76,23,10,3267.6
12664.0,1188,9,216,3.2789982249336322,487.9866666666667,0,9,4391.88
12665.0,35,2,35,1.0,43.75,325,1,43.75
12667.0,391,32,391,3.4637106419146817,460.13,0,1,460.13
12668.0,1227,100,482,3.7302437969534856,905.1033333333334,12,3,2715.31
12669.0,1104,96,842,3.4147636876193257,713.865,3,2,1427.73
12670.0,1377,57,324,4.422846474208717,546.83,11,5,2734.15
12672.0,78,10,78,3.121928094887363,225.9,330,1,225.9
12673.0,349,41,178,3.7717093214801847,287.26,242,2,574.52
12674.0,1099,51,341,4.301080510577491,450.9375,92,4,1803.75
12676.0,664,32,249,3.522045810319504,181.8983333333333,25,6,1091.3899999999999
12678.0,10852,100,5202,5.63917046834063,2029.7475000000002,43,8,16237.98
12679.0,529,41,314,3.669851093415344,228.17749999999998,0,4,912.71
12680.0,439,32,228,3.036249695271093,197.7025,31,4,790.81
12681.0,6262,253,628,4.381407760930824,517.674,15,20,10353.48
12682.0,5016,198,421,4.246676598301957,347.25965517241383,2,29,10070.53
12683.0,4267,161,713,4.424050846215784,548.7866666666666,5,12,6585.44
12684.0,1973,59,458,3.6924817683034212,345.605,25,6,2073.63
12685.0,1507,116,644,3.798353498765131,429.18,29,6,2575.08
12688.0,3028,171,3028,4.83311145529178,4873.81,114,1,4873.81
12689.0,622,56,343,3.4713084547824393,569.8050000000001,26,2,1139.61
12690.0,103,15,103,3.006238928653389,335.01,206,1,335.01
12691.0,324,18,98,3.3816201079487342,191.45,0,4,765.8
12693.0,242,34,83,3.5497340879408443,171.74,5,4,686.96
12694.0,503,31,320,3.921721231045241,380.83500000000004,71,2,761.67
12695.0,220,23,139,3.5599000019230833,145.525,108,4,582.1
12697.0,494,36,189,3.3340049883593608,246.34,29,3,739.02
12700.0,2944,192,885,4.1176714753865795,1131.4975,127,4,4525.99
12701.0,674,49,430,3.7037267538556518,362.855,36,2,725.71
12702.0,52,11,52,2.2312702546075758,201.0,20,1,201.0
12703.0,163,20,163,3.2037016960573483,265.55,71,1,265.55
12704.0,991,63,168,4.169718758145594,217.605,23,8,1740.84
12705.0,3574,209,855,4.38376884773789,810.3357142857143,16,7,5672.35
12707.0,256,33,256,3.3011884394999553,603.42,292,1,603.42
12708.0,1178,79,186,3.6653617040959694,243.78666666666666,60,9,2194.08
12709.0,3569,85,634,5.184271032713806,617.1500000000001,0,13,8022.95
12710.0,844,74,402,3.266153275288018,341.00666666666666,202,3,1023.02
12712.0,881,48,145,4.68630270797509,307.97727272727275,9,11,3387.75
12713.0,505,37,505,3.839965947708488,794.55,89,1,794.55
12714.0,3046,215,806,4.06496985958335,858.9720000000001,10,5,4294.86
12715.0,190,19,190,2.6048074635028686,263.36,107,1,263.36
12716.0,703,59,500,3.3724983432972615,481.745,134,2,963.49
12717.0,502,48,260,3.349542091583795,415.49,33,2,830.98
12718.0,201,18,201,2.5917932260774963,202.25,72,1,202.25
12719.0,357,32,204,2.8114182642453076,268.04999999999995,214,2,536.1
12720.0,4102,197,484,4.090072263971226,197.1369565217391,3,23,4534.15
12721.0,1816,124,460,3.4685899617309843,423.506,80,5,2117.53
12722.0,565,49,400,3.3841806417204294,244.9075,3,4,979.63
12723.0,433,52,212,3.749023179424412,141.414,17,5,707.07
12724.0,439,46,189,3.46657962031559,230.85250000000002,39,4,923.41
12726.0,2800,54,760,3.6827339914988886,376.46999999999997,29,6,2258.82
12727.0,2056,107,772,4.412286138493989,489.38571428571424,11,7,3425.7
12728.0,413,37,162,3.598073460009921,182.08249999999998,39,4,728.33
12729.0,231,25,231,3.1876013115120574,417.01,114,1,417.01
12731.0,7949,107,1617,5.34982131523294,1612.0463636363636,24,11,17732.51
12732.0,110,11,110,2.16264411804726,218.26,180,1,218.26
12733.0,137,22,137,3.8796640049025948,383.95,235,1,383.95
12735.0,363,37,261,3.457788214083189,344.78499999999997,192,2,689.5699999999999
12736.0,168,3,168,0.9182958340544894,144.0,39,1,144.0
12739.0,485,37,485,3.550424230892352,975.54,334,1,975.54
12740.0,342,27,342,3.009723965912959,427.6,153,1,427.6
12743.0,315,114,204,3.23359287022341,270.065,135,2,540.13
12744.0,5234,177,2160,5.491105829049173,2280.0975,57,4,9120.39
12747.0,1062,39,208,4.346248940819747,387.74888888888887,23,9,3489.74
12748.0,20880,1589,1631,3.9111085352078425,154.25994047619048,4,168,25915.67
12749.0,1432,159,780,4.05994291437953,773.91,23,5,3869.55
12750.0,137,15,137,2.6892464285091586,275.88,277,1,275.88
12752.0,2262,53,2262,4.621709313372808,4366.78,82,1,4366.78
12753.0,8945,112,2962,5.819170430289766,3537.442,23,5,17687.21
12754.0,6481,49,6432,2.763020737236578,1003.5799999999999,160,3,3010.7400000000002
12755.0,3,3,3,1.584962500721156,17.549999999999997,251,1,17.549999999999997
12756.0,144,4,144,1.5,112.08,87,1,112.08
12757.0,2387,235,1036,4.124523710878827,464.0833333333333,4,9,4176.75
12758.0,2135,84,1109,4.182063257444187,1395.795,117,2,2791.59
12759.0,894,80,350,3.5720803045242233,470.48,53,3,1411.44
12762.0,1220,61,1027,4.168306498804479,851.26,26,2,1702.52
12763.0,120,2,120,0.0,174.0,139,1,174.0
12764.0,386,45,386,4.502312540485657,1693.88,317,1,1693.88
12766.0,3209,171,884,4.254863588342648,912.7233333333334,58,6,5476.34
12769.0,356,32,356,3.5778195311147836,1143.6,239,1,1143.6
12770.0,743,12,743,2.355388542207534,1351.45,211,1,1351.45
12772.0,551,54,551,3.136363959580308,752.47,30,1,752.47
12775.0,846,45,328,3.725059505265442,249.248,18,5,1246.24
12778.0,817,39,211,3.7290005848323515,115.53833333333334,20,6,693.23
12779.0,1867,86,624,4.699285401508071,528.7557142857142,199,7,3701.29
12781.0,631,23,324,3.9690016298759927,364.615,153,2,729.23
12782.0,882,64,350,4.17567508931284,389.85499999999996,150,4,1559.42
12783.0,611,74,211,3.7092393147273293,323.9675,57,4,1295.87
12784.0,278,53,278,3.9154203345205647,476.82,16,1,476.82
12787.0,258,16,144,3.3371753411230762,139.5533333333333,10,3,418.65999999999997
12789.0,3,3,3,1.584962500721156,76.85,214,1,76.85
12790.0,164,20,164,2.741446071165522,294.92,193,1,294.92
12792.0,215,24,215,2.5477186261552776,344.54,257,1,344.54
12793.0,228,16,228,2.98345859334435,357.68,100,1,357.68
12794.0,592,43,365,3.6991634415950725,430.205,54,2,860.41
12795.0,64,13,64,2.9689185639620974,318.48,19,1,318.48
12798.0,5256,6,2256,3.0,2325.68,11,3,6977.04
12802.0,300,23,300,3.203365087509175,382.58,187,1,382.58
12808.0,135,20,80,2.4867930213024025,177.125,126,2,354.25
12809.0,216,24,216,3.340199876515856,400.36,178,1,400.36
12811.0,227,26,124,2.7389211020256887,229.425,262,2,458.85
12812.0,164,15,164,2.872905595320056,229.64,45,1,229.64
12814.0,48,1,48,0.0,85.92,102,1,85.92
12815.0,374,37,236,3.5023911533223306,431.73,148,2,863.46
12816.0,125,26,75,3.1723298742671515,226.10000000000002,177,2,452.2
12817.0,52,3,52,1.584962500721156,126.03999999999999,282,1,126.03999999999999
12818.0,914,13,914,3.392747410448785,1160.3799999999999,262,1,1160.3799999999999
12820.0,722,55,244,3.2968574582603525,235.585,45,4,942.34
12821.0,70,6,70,1.9182958340544893,92.72,96,1,92.72
12822.0,548,40,422,3.7641062971773542,459.49,71,2,918.98
12823.0,230,1,70,1.9219280948873625,351.9,75,5,1759.5
12824.0,232,25,232,3.107601311512057,397.12,30,1,397.12
12826.0,974,57,267,3.26444433910729,218.85333333333335,60,6,1313.12
12827.0,197,19,117,2.84307418942857,143.38333333333333,45,3,430.15
12828.0,494,46,152,3.996177744107236,169.785,113,6,1018.7099999999999
12829.0,251,6,251,2.584962500721156,207.25,162,1,207.25
12830.0,9848,13,2668,3.0761031709967224,1135.7733333333333,92,6,6814.64
12831.0,135,9,135,2.641604167868594,215.05,263,1,215.05
12832.0,195,27,132,2.4710583066283913,191.51500000000001,152,2,383.03000000000003
12833.0,156,24,156,3.272055208874201,417.38,146,1,417.38
12834.0,110,18,110,2.480682114966385,312.38,310,1,312.38
12836.0,1062,148,443,4.604323995856937,652.59,30,4,2610.36
12837.0,24,12,24,3.084962500721156,134.1,174,1,134.1
12838.0,127,58,127,3.1582313567571614,281.16,182,1,281.16
12839.0,3367,87,487,3.7271323117202533,404.2225,12,12,4850.67
12840.0,1507,67,489,3.5433997816215186,680.0425,65,4,2720.17
12841.0,2367,208,192,4.260507917253584,147.47782608695653,4,23,3391.99
12842.0,547,34,390,4.057476076289933,559.495,71,2,1118.99
12843.0,781,69,195,4.4033628661478685,212.7825,66,8,1702.26
12844.0,125,47,77,3.474836463501199,162.98000000000002,60,2,325.96
12845.0,204,26,144,2.489214787949616,88.52250000000001,268,4,354.09000000000003
12847.0,873,72,873,3.9267596561341684,843.64,23,1,843.64
12849.0,579,46,471,4.030713380773162,496.32500000000005,121,2,992.65
12851.0,106,43,106,2.852997426425398,131.81,245,1,131.81
12852.0,145,17,145,2.8163075192246447,299.75,295,1,299.75
12853.0,782,64,428,4.238046996997158,313.6166666666666,135,6,1881.7
12854.0,624,95,260,4.193803361037511,433.18333333333334,6,3,1299.55
12856.0,1073,155,305,3.778473437478291,358.9216666666666,19,6,2153.53
12857.0,343,37,274,3.713035597032137,553.2,69,2,1106.4
12863.0,188,5,188,2.3219280948873626,521.2,53,1,521.2
12864.0,216,3,216,1.584962500721156,147.12,139,1,147.12
12865.0,925,86,550,3.7416723592853254,784.115,27,2,1568.23
12866.0,167,25,167,3.973660689688185,499.12,341,1,499.12
12867.0,3889,218,918,3.6977233754644634,601.28,27,6,3607.68
12868.0,816,62,276,3.2174533251765807,280.752,9,5,1403.76
12871.0,200,8,120,1.8676338909712122,190.32,85,2,380.64
12872.0,116,28,116,3.485228136034251,221.44,327,1,221.44
12873.0,128,4,128,0.8112781244591328,374.0,310,1,374.0
12875.0,291,1,291,0.0,49.47,144,1,49.47
12876.0,1930,66,1283,3.9692965789638888,1026.51,58,2,2053.02
12877.0,1008,94,218,3.7379056803375454,125.97363636363637,25,11,1385.71
12878.0,536,38,324,3.2129323322952987,420.82000000000005,237,2,841.64
12879.0,363,7,168,3.121928094887363,185.12333333333333,45,3,555.37
12881.0,21,7,21,1.8423709931771086,298.0,98,1,298.0
12882.0,246,12,140,2.4696704873718622,731.52,10,2,1463.04
12883.0,196,39,68,3.413283720903432,175.8675,25,4,703.47
12884.0,43,7,43,2.128085278891394,309.05,1,1,309.05
12885.0,654,66,346,3.259385737184428,386.09,124,3,1158.27
12886.0,761,75,407,3.6904916299948574,675.545,249,2,1351.09
12888.0,76,4,52,1.9219280948873625,177.06,96,2,354.12
12890.0,256,78,256,3.152401801705831,376.71999999999997,24,1,376.71999999999997
